"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Koronavirus-tulos näytteestä","Epävarmuus-tekijät","Virtaama","Normalisoitu RNA-lukumäärä DNA-standardilla","Normalisoitu RNA-lukumäärä RNA-standardilla"
"2022-02-21","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","32821","854185",""
"2022-02-21","Koko maa","Koko maa","","","","","539874",""
"2022-02-21","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","","24068","239468",""
"2022-02-21","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","15454","416193",""
"2022-02-21","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","13282","1015510",""
"2022-02-21","Taskila","Oulu","200000","havaittu, yli määritysrajan","","41475","365463",""
"2022-02-21","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","26591","198566",""
"2022-02-21","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","12256","1070981",""
"2022-02-21","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","60267","591087",""
"2022-02-21","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","97876","925290",""
"2022-02-21","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15455","328340",""
"2022-02-14","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","96975","597088",""
"2022-02-14","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","303006","280284",""
"2022-02-14","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","12997","3155965",""
"2022-02-14","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","15441","257898",""
"2022-02-14","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","30026","238961",""
"2022-02-14","Koko maa","Koko maa","","","","","427409",""
"2022-02-14","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","15653","82362",""
"2022-02-14","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14419","729575",""
"2022-02-14","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","12903","249227",""
"2022-02-14","Taskila","Oulu","200000","havaittu, yli määritysrajan","","38093","166556",""
"2022-02-14","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","23741","311817",""
"2022-02-14","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","61312","769254",""
"2022-02-14","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","70829","686165",""
"2022-02-14","Pått","Vaasa","69500","havaittu, yli määritysrajan","","17717","209672",""
"2022-02-07","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","89520","319265",""
"2022-02-07","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","278096","202059",""
"2022-02-07","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","12913","201140",""
"2022-02-07","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","14231","55199",""
"2022-02-07","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","30377","610916",""
"2022-02-07","Koko maa","Koko maa","","","","","341664",""
"2022-02-07","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","c","16592","159544",""
"2022-02-07","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14404","442637",""
"2022-02-07","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","13245","152881",""
"2022-02-07","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","38183","196198",""
"2022-02-07","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","b c","8099","96665",""
"2022-02-07","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","b","22161","169977",""
"2022-02-07","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","12276","422841",""
"2022-02-07","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","","14192","943353",""
"2022-02-07","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","60832","514070",""
"2022-02-07","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","94613","723572",""
"2022-02-07","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","16927","77774",""
"2022-01-31","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","90629","116291",""
"2022-01-31","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","261654","137974",""
"2022-01-31","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","13336","35951",""
"2022-01-31","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","15607","23401",""
"2022-01-31","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","31997","254813",""
"2022-01-31","Koko maa","Koko maa","","","","","135841",""
"2022-01-31","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","16281","5129",""
"2022-01-31","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14042","65399",""
"2022-01-31","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","13337","7265",""
"2022-01-31","Taskila","Oulu","200000","havaittu, yli määritysrajan","","37399","93324",""
"2022-01-31","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","22521","32637",""
"2022-01-31","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","61801","233024",""
"2022-01-31","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","89933","141570",""
"2022-01-31","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15578","22928",""
"2022-01-24","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","91800","1095393",""
"2022-01-24","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","260332","1488233",""
"2022-01-24","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","13404","563979",""
"2022-01-24","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","16292","199702",""
"2022-01-24","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","31294","900737",""
"2022-01-24","Koko maa","Koko maa","","","","","1027515",""
"2022-01-24","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","16210","154189",""
"2022-01-24","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14276","286521",""
"2022-01-24","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","13327","182770",""
"2022-01-24","Taskila","Oulu","200000","havaittu, yli määritysrajan","","41323","270945",""
"2022-01-24","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","22471","124865",""
"2022-01-24","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","9417","106213",""
"2022-01-24","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","62877","818514",""
"2022-01-24","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","72275","1136857",""
"2022-01-24","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15848","397666",""
"2022-01-17","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","94787","1056924",""
"2022-01-17","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","282889","1234679",""
"2022-01-17","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","13677","472433",""
"2022-01-17","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","14751","198104",""
"2022-01-17","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","33371","377550",""
"2022-01-17","Koko maa","Koko maa","","","","","801417",""
"2022-01-17","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","17434","67666",""
"2022-01-17","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14822","371124",""
"2022-01-17","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","13338","286697",""
"2022-01-17","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","39914","38389",""
"2022-01-17","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","24729","100497",""
"2022-01-17","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","62443","413435",""
"2022-01-17","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","82406","659825",""
"2022-01-17","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15269","284988",""
"2022-01-10","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","84023","464057",""
"2022-01-10","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","238813","798438",""
"2022-01-10","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","13227","148357",""
"2022-01-10","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","15411","114329",""
"2022-01-10","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","31739","247100",""
"2022-01-10","Koko maa","Koko maa","","","","","430072",""
"2022-01-10","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","14441","303898",""
"2022-01-10","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","12923","114584",""
"2022-01-10","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","38495","48829",""
"2022-01-10","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","","6626","150165",""
"2022-01-10","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","21916","15097",""
"2022-01-10","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","9659","310765",""
"2022-01-10","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","(a)","11317","244918",""
"2022-01-10","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","58078","188231",""
"2022-01-10","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","61994","61008",""
"2022-01-10","Pått","Vaasa","69500","havaittu, yli määritysrajan","","14489","178598",""
"2022-01-04","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","14910","120780",""
"2022-01-03","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","80823","420586",""
"2022-01-03","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","211143","638855",""
"2022-01-03","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","12494","141112",""
"2022-01-03","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","15093","61184",""
"2022-01-03","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","30668","373015",""
"2022-01-03","Koko maa","Koko maa","","","","","378873",""
"2022-01-03","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","17371","30289",""
"2022-01-03","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14030","117987",""
"2022-01-03","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","12767","126020",""
"2022-01-03","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","36142","46168",""
"2022-01-03","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","b","22277","27647",""
"2022-01-03","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","9824","357099",""
"2022-01-03","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","56874","291240",""
"2022-01-03","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","59123","109043",""
"2021-12-20","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","97990","87465",""
"2021-12-20","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","257257","206183",""
"2021-12-20","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","15331","96757",""
"2021-12-20","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","16081","17730",""
"2021-12-20","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","33548","95048",""
"2021-12-20","Koko maa","Koko maa","","","","","129938",""
"2021-12-20","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","22628","6046",""
"2021-12-20","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","15977","93721",""
"2021-12-20","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","14200","",""
"2021-12-20","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","42990","49638",""
"2021-12-20","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","26249","14903",""
"2021-12-20","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","67442","124012",""
"2021-12-20","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","68353","118105",""
"2021-12-20","Pått","Vaasa","69500","havaittu, yli määritysrajan","","16691","7140",""
"2021-12-13","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","90850","114177",""
"2021-12-13","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","254132","126906",""
"2021-12-13","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","14225","40530",""
"2021-12-13","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","16746","27364",""
"2021-12-13","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","33365","68670",""
"2021-12-13","Koko maa","Koko maa","","","","","89249",""
"2021-12-13","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","18531","10709",""
"2021-12-13","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","17964","22562",""
"2021-12-13","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","13829","91974",""
"2021-12-13","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","42804","22401",""
"2021-12-13","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","b","7477","",""
"2021-12-13","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","b","24532","8133",""
"2021-12-13","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","11067","31477",""
"2021-12-13","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","b","12601","37141",""
"2021-12-13","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","68230","81968",""
"2021-12-13","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","63820","77422",""
"2021-12-13","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15671","13549",""
"2021-12-07","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","88253","99633",""
"2021-12-07","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","220084","179010",""
"2021-12-07","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","14487","120876",""
"2021-12-07","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","16556","70900",""
"2021-12-07","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","33421","153572",""
"2021-12-07","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","","20340","221916",""
"2021-12-07","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","16073","63020",""
"2021-12-07","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","13840","7441",""
"2021-12-07","Taskila","Oulu","200000","havaittu, yli määritysrajan","","40389","303919",""
"2021-12-07","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","25835","202648",""
"2021-12-07","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","11388","111863",""
"2021-12-07","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","68451","240533",""
"2021-12-07","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","63089","219274",""
"2021-12-07","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","16633","20960",""
"2021-12-06","Koko maa","Koko maa","","","","","170194",""
"2021-11-29","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","101237","80473",""
"2021-11-29","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","243536","122572",""
"2021-11-29","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","15898","144060",""
"2021-11-29","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","","17846","",""
"2021-11-29","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","35923","147421",""
"2021-11-29","Koko maa","Koko maa","","","","","96827",""
"2021-11-29","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","b","24743","",""
"2021-11-29","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","16817","26042",""
"2021-11-29","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","14339","54748",""
"2021-11-29","Taskila","Oulu","200000","havaittu, yli määritysrajan","","45767","42060",""
"2021-11-29","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","30132","",""
"2021-11-29","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","71343","170966",""
"2021-11-29","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","74454","78894",""
"2021-11-29","Pått","Vaasa","69500","havaittu, yli määritysrajan","","17379","7027",""
"2021-11-22","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","108267","48046",""
"2021-11-22","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","280961","103773",""
"2021-11-22","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","17735","54129",""
"2021-11-22","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","18736","11301",""
"2021-11-22","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","38477","82917",""
"2021-11-22","Koko maa","Koko maa","","","","","82586",""
"2021-11-22","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","29687","10861",""
"2021-11-22","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","19406","11922",""
"2021-11-22","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","15117","76418",""
"2021-11-22","Taskila","Oulu","200000","havaittu, yli määritysrajan","(a) (b)","43352","40844",""
"2021-11-22","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","33261","",""
"2021-11-22","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","15039","10093",""
"2021-11-22","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","73165","103196",""
"2021-11-22","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","90883","142968",""
"2021-11-22","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","18035","6417",""
"2021-11-15","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","112066","44033",""
"2021-11-15","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","284000","57556",""
"2021-11-15","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","16337","49301",""
"2021-11-15","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","18897","8797",""
"2021-11-15","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","41465","88088",""
"2021-11-15","Koko maa","Koko maa","","","","","49235",""
"2021-11-15","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","27202","12132",""
"2021-11-15","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","19377","5841",""
"2021-11-15","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","14823","49043",""
"2021-11-15","Taskila","Oulu","200000","havaittu, yli määritysrajan","","47329","58437",""
"2021-11-15","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","35319","",""
"2021-11-15","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","68179","38998",""
"2021-11-15","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","94443","48644",""
"2021-11-15","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","17942","8204",""
"2021-11-08","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","137981","79144",""
"2021-11-08","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","364853","162360",""
"2021-11-08","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","17126","126395",""
"2021-11-08","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","19854","3726",""
"2021-11-08","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","41727","77864",""
"2021-11-08","Koko maa","Koko maa","","","","","124710",""
"2021-11-08","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","33339","15833",""
"2021-11-08","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","21185","10310",""
"2021-11-08","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","15330","98066",""
"2021-11-08","Taskila","Oulu","200000","havaittu, yli määritysrajan","","49374","26985",""
"2021-11-08","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","b","10623","",""
"2021-11-08","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","33463","",""
"2021-11-08","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","b","18808","",""
"2021-11-08","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, alle määritysrajan","","16527","",""
"2021-11-08","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","72704","182880",""
"2021-11-08","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","98892","251878",""
"2021-11-08","Pått","Vaasa","69500","havaittu, alle määritysrajan","","19473","",""
"2021-11-01","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","114126","25848",""
"2021-11-01","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","282565","40141",""
"2021-11-01","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","b","17163","",""
"2021-11-01","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","21237","",""
"2021-11-01","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","41575","10563",""
"2021-11-01","Koko maa","Koko maa","","","","","31909",""
"2021-11-01","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","33723","16412",""
"2021-11-01","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","21949","5089",""
"2021-11-01","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","15869","",""
"2021-11-01","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","52429","28167",""
"2021-11-01","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","36523","",""
"2021-11-01","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","b","22357","",""
"2021-11-01","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","76491","28122",""
"2021-11-01","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","91800","63122",""
"2021-11-01","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","20686","",""
"2021-10-25","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","134024","153392",""
"2021-10-25","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","333755","102991",""
"2021-10-25","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","21062","10011",""
"2021-10-25","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","","18960","",""
"2021-10-25","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","45599","136021",""
"2021-10-25","Koko maa","Koko maa","","","","","115089",""
"2021-10-25","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","40214","28890",""
"2021-10-25","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","23849","222484",""
"2021-10-25","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","","16910","",""
"2021-10-25","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","47759","49111",""
"2021-10-25","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","52986","",""
"2021-10-25","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","100601","113790",""
"2021-10-25","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","118862","165250",""
"2021-10-25","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","24557","",""
"2021-10-18","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","99618","13068",""
"2021-10-18","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","251723","45003",""
"2021-10-18","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","14398","8990",""
"2021-10-18","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","","16750","",""
"2021-10-18","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","35370","78317",""
"2021-10-18","Koko maa","Koko maa","","","","","31121",""
"2021-10-18","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","22478","7717",""
"2021-10-18","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","16876","32499",""
"2021-10-18","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","","12563","",""
"2021-10-18","Taskila","Oulu","200000","havaittu, yli määritysrajan","","55802","12712",""
"2021-10-18","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","31694","",""
"2021-10-18","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","","19213","",""
"2021-10-18","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","61678","45373",""
"2021-10-18","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","76625","13718",""
"2021-10-18","Pått","Vaasa","69500","havaittu, yli määritysrajan","","22306","7385",""
"2021-10-11","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","85757","29826",""
"2021-10-11","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","224737","49596",""
"2021-10-11","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","14101","6807",""
"2021-10-11","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","","16291","",""
"2021-10-11","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","34834","138282",""
"2021-10-11","Koko maa","Koko maa","","","","","45725",""
"2021-10-11","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","","17018","",""
"2021-10-11","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","15561","57085",""
"2021-10-11","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","12267","4506",""
"2021-10-11","Taskila","Oulu","200000","havaittu, alle määritysrajan","","45929","",""
"2021-10-11","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","26017","",""
"2021-10-11","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","61312","90693",""
"2021-10-11","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","65971","29148",""
"2021-10-11","Pått","Vaasa","69500","havaittu, alle määritysrajan","","16547","",""
"2021-10-05","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","12819","",""
"2021-10-04","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","89040","110706",""
"2021-10-04","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","219161","161053",""
"2021-10-04","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","13338","61183",""
"2021-10-04","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","","16228","",""
"2021-10-04","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","34463","159914",""
"2021-10-04","Koko maa","Koko maa","","","","","113753",""
"2021-10-04","Taskila","Oulu","200000","havaittu, yli määritysrajan","","39214","30669",""
"2021-10-04","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","b","9894","26198",""
"2021-10-04","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","22861","",""
"2021-10-04","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","9906","13103",""
"2021-10-04","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","b","10693","11548",""
"2021-10-04","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","59084","62673",""
"2021-10-04","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","62727","129318",""
"2021-10-04","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","15370","",""
