"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Virtaama","Menetelmä","Epävarmuus-tekijät","Koronavirus-tulos näytteestä","Normalisoitu RNA-lukumäärä"
"2021-07-11","Suomenoja","Espoo","390000","69018","qPCR A","b","Havaittiin","9820"
"2021-07-11","Viikinmäki","Helsinki","910000","195421","qPCR A","","Havaittiin","9372"
"2021-07-11","Nenäinniemi","Jyväskylä","154600","30377","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-07-11","Toikansuo","Lappeenranta","63000","12644","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-07-11","Taskila","Oulu","200000","39679","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-07-11","Viinikanlahti","Tampere","200000","62210","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-07-11","Kakolanmäki","Turku","300000","50908","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-07-05","Aggregoitu","Aggregoitu","","","qPCR A","","","5126"
"2021-07-04","Suomenoja","Espoo","390000","67155","qPCR A","b","Havaittiin","7299"
"2021-07-04","Viikinmäki","Helsinki","910000","209389","qPCR A","b","Havaittiin","6114"
"2021-07-04","Nenäinniemi","Jyväskylä","154600","31134","qPCR A","b","Havaittiin","6960"
"2021-07-04","Taskila","Oulu","200000","40357","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-07-04","Alakorkalo","Rovaniemi","55000","16438","qPCR A","b","Ei havaittu",""
"2021-07-04","Viinikanlahti","Tampere","200000","59363","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-07-04","Kakolanmäki","Turku","300000","51109","qPCR A","b","Havaittiin","8569"
"2021-06-27","Suomenoja","Espoo","390000","70499","qPCR A","b","Havaittiin","6247"
"2021-06-27","Viikinmäki","Helsinki","910000","198282","qPCR A","","Havaittiin","18225"
"2021-06-27","Nenäinniemi","Jyväskylä","154600","32047","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-27","Toikansuo","Lappeenranta","63000","13002","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-27","Taskila","Oulu","200000","39372","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-27","Viinikanlahti","Tampere","200000","58643","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-27","Kakolanmäki","Turku","300000","54773","qPCR A","b","Havaittiin","6953"
"2021-06-21","Aggregoitu","Aggregoitu","","","qPCR A","","","814"
"2021-06-20","Suomenoja","Espoo","390000","80623","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-20","Viikinmäki","Helsinki","910000","219131","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-06-20","Nenäinniemi","Jyväskylä","154600","33998","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-20","Taskila","Oulu","200000","41139","qPCR A","a","Ei havaittu",""
"2021-06-20","Alakorkalo","Rovaniemi","55000","13920","qPCR A","b","Ei havaittu",""
"2021-06-20","Viinikanlahti","Tampere","200000","61362","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-06-20","Kakolanmäki","Turku","300000","57117","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-06-14","Aggregoitu","Aggregoitu","","","qPCR A","","","6143"
"2021-06-13","Suomenoja","Espoo","390000","94484","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-13","Viikinmäki","Helsinki","910000","252888","qPCR A","b","Havaittiin","11577"
"2021-06-13","Nenäinniemi","Jyväskylä","154600","42531","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-13","Lehtoniemi","Kuopio","95400","20445","qPCR A","b","Ei havaittu",""
"2021-06-13","Toikansuo","Lappeenranta","63000","16236","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-13","Taskila","Oulu","200000","36576","qPCR A","b","Ei havaittu",""
"2021-06-13","Alheda","Pietarsaari","30500","7867","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-13","Alakorkalo","Rovaniemi","55000","12919","qPCR A","b","Ei havaittu",""
"2021-06-13","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","18940","qPCR A","b","Ei havaittu",""
"2021-06-13","Viinikanlahti","Tampere","200000","69618","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-13","Kakolanmäki","Turku","300000","74731","qPCR A","b","Ei havaittu",""
"2021-06-07","Viinikanlahti","Tampere","200000","69187","qPCR A","b","Havaittiin","32400"
"2021-06-06","Suomenoja","Espoo","390000","93273","qPCR A","b","Havaittiin","20719"
"2021-06-06","Viikinmäki","Helsinki","910000","340734","qPCR A","","Havaittiin","11420"
"2021-06-06","Nenäinniemi","Jyväskylä","154600","36461","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-06","Toikansuo","Lappeenranta","63000","16826","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-06-06","Taskila","Oulu","200000","45094","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-06-06","Kakolanmäki","Turku","300000","64622","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-31","Aggregoitu","Aggregoitu","","","qPCR A","","","4553"
"2021-05-30","Suomenoja","Espoo","390000","109240","qPCR A","","Havaittiin","9608"
"2021-05-30","Viikinmäki","Helsinki","910000","324409","qPCR A","","Havaittiin","8923"
"2021-05-30","Paroinen","Hämeenlinna","66000","20744","qPCR A","","Havaittiin","17890"
"2021-05-30","Kuhasalo","Joensuu","98000","22939","qPCR A","b","Ei havaittu",""
"2021-05-30","Nenäinniemi","Jyväskylä","154600","41569","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-30","Peuraniemi","Kajaani","33714","10970","qPCR A","b","Ei havaittu",""
"2021-05-30","Peurasaari","Kemi","23000","11313","qPCR A","b","Ei havaittu",""
"2021-05-30","Hopeakivenlahti","Kokkola","36000","9542","qPCR A","","Havaittiin","16460"
"2021-05-30","Mussalo","Kotka","99000","41989","qPCR A","b","Ei havaittu",""
"2021-05-30","Mäkikylä","Kouvola","67107","37864","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-30","Lehtoniemi","Kuopio","95400","24461","qPCR A","","Ei havaittu",""
"2021-05-30","Ali-Juhakkala","Lahti","61500","14729","qPCR A","","Havaittiin","5942"
"2021-05-30","Kariniemi","Lahti","63500","19867","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-30","Toikansuo","Lappeenranta","63000","24687","qPCR A","","Ei havaittu",""
"2021-05-30","Lotsbroverket","Maarianhamina - Mariehamn","21000","8523","qPCR A","","Ei havaittu",""
"2021-05-30","Kenkäveronniemi","Mikkeli","42000","10283","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-30","Taskila","Oulu","200000","50080","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-30","Alheda","Pietarsaari","30500","10185","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-30","Luotsinmäki","Pori","112000","30830","qPCR A","","Ei havaittu",""
"2021-05-30","Maanpäänniemi","Rauma","40000","11145","qPCR A","b","Ei havaittu",""
"2021-05-30","Alakorkalo","Rovaniemi","55000","17193","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-30","Salonkeskuspuhdistamo","Salo","45000","14180","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-30","Pihlajaniemi","Savonlinna","22571","12502","qPCR A","","Ei havaittu",""
"2021-05-30","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","18242","qPCR A","b","Ei havaittu",""
"2021-05-30","Viinikanlahti","Tampere","200000","78020","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-30","Kakolanmäki","Turku","300000","87639","qPCR A","","Ei havaittu",""
"2021-05-30","Pått","Vaasa","69500","18671","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-30","Nummela","Vihti","17500","3041","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-24","Aggregoitu","Aggregoitu","","","qPCR A","","","23905"
"2021-05-23","Viikinmäki","Helsinki","910000","292171","qPCR A","","Havaittiin","26327"
"2021-05-23","Lehtoniemi","Kuopio","95400","25801","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-23","Taskila","Oulu","200000","67394","qPCR A","","Ei havaittu",""
"2021-05-23","Luotsinmäki","Pori","112000","33630","qPCR A","b","Ei havaittu",""
"2021-05-23","Viinikanlahti","Tampere","200000","93757","qPCR A","b","Havaittiin","41300"
"2021-05-23","Kakolanmäki","Turku","300000","80096","qPCR A","b","Havaittiin","28154"
"2021-05-17","Aggregoitu","Aggregoitu","","","qPCR A","","","5036"
"2021-05-16","Suomenoja","Espoo","390000","90535","qPCR A","b","Havaittiin","8327"
"2021-05-16","Viikinmäki","Helsinki","910000","236978","qPCR A","","Havaittiin","8323"
"2021-05-16","Paroinen","Hämeenlinna","66000","18046","qPCR A","b","Havaittiin","19561"
"2021-05-16","Kuhasalo","Joensuu","98000","22439","qPCR A","b","Ei havaittu",""
"2021-05-16","Nenäinniemi","Jyväskylä","154600","37380","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-16","Peuraniemi","Kajaani","33714","13570","qPCR A","a b","Ei havaittu",""
"2021-05-16","Peurasaari","Kemi","23000","13040","qPCR A","b","Ei havaittu",""
"2021-05-16","Hopeakivenlahti","Kokkola","36000","9515","qPCR A","b","Havaittiin","22699"
"2021-05-16","Mussalo","Kotka","99000","26986","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-16","Mäkikylä","Kouvola","67107","21860","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-16","Lehtoniemi","Kuopio","95400","22288","qPCR A","b","Ei havaittu",""
"2021-05-16","Ali-Juhakkala","Lahti","61500","12794","qPCR A","b","Havaittiin","117272"
"2021-05-16","Kariniemi","Lahti","63500","17356","qPCR A","a","Havaittiin","98060"
"2021-05-16","Toikansuo","Lappeenranta","63000","14817","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-16","Lotsbroverket","Maarianhamina - Mariehamn","21000","6709","qPCR A","b","Ei havaittu",""
"2021-05-16","Kenkäveronniemi","Mikkeli","42000","9773","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-16","Taskila","Oulu","200000","52913","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-16","Alheda","Pietarsaari","30500","14053","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-16","Maanpäänniemi","Rauma","40000","10875","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-16","Alakorkalo","Rovaniemi","55000","26016","qPCR A","a b","Ei havaittu",""
"2021-05-16","Salonkeskuspuhdistamo","Salo","45000","11963","qPCR A","a b","Havaittiin (alhainen määrä)",""
"2021-05-16","Pihlajaniemi","Savonlinna","22571","8228","qPCR A","b","Ei havaittu",""
"2021-05-16","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","16495","qPCR A","b","Ei havaittu",""
"2021-05-16","Viinikanlahti","Tampere","200000","61124","qPCR A","","Havaittiin","7818"
"2021-05-16","Kakolanmäki","Turku","300000","71702","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-16","Pått","Vaasa","69500","17504","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-10","Aggregoitu","Aggregoitu","","","qPCR A","","","15256"
"2021-05-09","Viikinmäki","Helsinki","910000","274287","qPCR A","","Havaittiin","23767"
"2021-05-09","Lehtoniemi","Kuopio","95400","24162","qPCR A","b","Ei havaittu",""
"2021-05-09","Taskila","Oulu","200000","53567","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-09","Viinikanlahti","Tampere","200000","64869","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-09","Kakolanmäki","Turku","300000","77313","qPCR A","b","Havaittiin","13048"
"2021-05-03","Aggregoitu","Aggregoitu","","","qPCR A","","","4419"
"2021-05-02","Suomenoja","Espoo","390000","98060","qPCR A","","Havaittiin","7440"
"2021-05-02","Viikinmäki","Helsinki","910000","267759","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-02","Paroinen","Hämeenlinna","66000","18603","qPCR A","","Havaittiin","14722"
"2021-05-02","Kuhasalo","Joensuu","98000","25256","qPCR A","b","Ei havaittu",""
"2021-05-02","Nenäinniemi","Jyväskylä","154600","41045","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-02","Peuraniemi","Kajaani","33714","13947","qPCR A","b","Ei havaittu",""
"2021-05-02","Peurasaari","Kemi","23000","14629","qPCR A","","Ei havaittu",""
"2021-05-02","Hopeakivenlahti","Kokkola","36000","10384","qPCR A","","Ei havaittu",""
"2021-05-02","Mussalo","Kotka","99000","30582","qPCR A","b","Ei havaittu",""
"2021-05-02","Mäkikylä","Kouvola","67107","26572","qPCR A","b","Ei havaittu",""
"2021-05-02","Lehtoniemi","Kuopio","95400","24988","qPCR A","b","Ei havaittu",""
"2021-05-02","Ali-Juhakkala","Lahti","61500","14585","qPCR A","b","Havaittiin","12714"
"2021-05-02","Kariniemi","Lahti","63500","18525","qPCR A","","Havaittiin","88567"
"2021-05-02","Toikansuo","Lappeenranta","63000","16238","qPCR A","b","Ei havaittu",""
"2021-05-02","Lotsbroverket","Maarianhamina - Mariehamn","21000","4717","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-02","Kenkäveronniemi","Mikkeli","42000","12434","qPCR A","","Ei havaittu",""
"2021-05-02","Taskila","Oulu","200000","55887","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-05-02","Alheda","Pietarsaari","30500","10310","qPCR A","b","Ei havaittu",""
"2021-05-02","Luotsinmäki","Pori","112000","27616","qPCR A","","Ei havaittu",""
"2021-05-02","Maanpäänniemi","Rauma","40000","10455","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-02","Alakorkalo","Rovaniemi","55000","16337","qPCR A","b","Ei havaittu",""
"2021-05-02","Salonkeskuspuhdistamo","Salo","45000","89000","qPCR A","b","Havaittiin","267277"
"2021-05-02","Pihlajaniemi","Savonlinna","22571","9461","qPCR A","","Ei havaittu",""
"2021-05-02","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","15661","qPCR A","b","Ei havaittu",""
"2021-05-02","Viinikanlahti","Tampere","200000","49369","qPCR A","","Havaittiin","6892"
"2021-05-02","Kakolanmäki","Turku","300000","66110","qPCR A","b","Havaittiin","19172"
"2021-05-02","Pått","Vaasa","69500","22359","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-05-02","Nummela","Vihti","17500","2939","qPCR A","","Havaittiin","459265"
"2021-04-26","Aggregoitu","Aggregoitu","","","qPCR A","","","8769"
"2021-04-25","Viikinmäki","Helsinki","910000","321213","qPCR A","","Havaittiin","11394"
"2021-04-25","Lehtoniemi","Kuopio","95400","30751","qPCR A","","Ei havaittu",""
"2021-04-25","Taskila","Oulu","200000","71619","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-04-25","Viinikanlahti","Tampere","200000","56914","qPCR A","","Havaittiin","9391"
"2021-04-25","Kakolanmäki","Turku","300000","74287","qPCR A","","Havaittiin","8068"
"2021-04-19","Aggregoitu","Aggregoitu","","","qPCR A","","","14475"
"2021-04-18","Suomenoja","Espoo","390000","107144","qPCR A","b","Havaittiin","24061"
"2021-04-18","Viikinmäki","Helsinki","910000","287549","qPCR A","b","Havaittiin","14333"
"2021-04-18","Paroinen","Hämeenlinna","66000","22848","qPCR A","b","Havaittiin","86407"
"2021-04-18","Kuhasalo","Joensuu","98000","32321","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Nenäinniemi","Jyväskylä","154600","56325","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Peuraniemi","Kajaani","33714","17263","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Peurasaari","Kemi","23000","15260","qPCR A","b","Ei havaittu",""
"2021-04-18","Hopeakivenlahti","Kokkola","36000","12197","qPCR A","a b","Ei havaittu",""
"2021-04-18","Mussalo","Kotka","99000","39786","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Mäkikylä","Kouvola","67107","35820","qPCR A","b","Ei havaittu",""
"2021-04-18","Lehtoniemi","Kuopio","95400","35145","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Ali-Juhakkala","Lahti","61500","16034","qPCR A","b","Havaittiin","32011"
"2021-04-18","Kariniemi","Lahti","63500","22010","qPCR A","a b","Havaittiin","33344"
"2021-04-18","Toikansuo","Lappeenranta","63000","19635","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Lotsbroverket","Maarianhamina - Mariehamn","21000","5035","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-04-18","Kenkäveronniemi","Mikkeli","42000","16584","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Taskila","Oulu","200000","68485","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Alheda","Pietarsaari","30500","12197","qPCR A","b","Ei havaittu",""
"2021-04-18","Luotsinmäki","Pori","112000","33862","qPCR A","a b","Ei havaittu",""
"2021-04-18","Maanpäänniemi","Rauma","40000","12077","qPCR A","b","Ei havaittu",""
"2021-04-18","Alakorkalo","Rovaniemi","55000","22727","qPCR A","b","Ei havaittu",""
"2021-04-18","Salonkeskuspuhdistamo","Salo","45000","111000","qPCR A","b","Havaittiin","524315"
"2021-04-18","Pihlajaniemi","Savonlinna","22571","11694","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","21369","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Viinikanlahti","Tampere","200000","60617","qPCR A","b","Havaittiin","38122"
"2021-04-18","Kakolanmäki","Turku","300000","79206","qPCR A","b","Havaittiin","22017"
"2021-04-18","Pått","Vaasa","69500","21928","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-18","Nummela","Vihti","17500","3204","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-12","Aggregoitu","Aggregoitu","","","qPCR A","","","13280"
"2021-04-11","Viikinmäki","Helsinki","910000","346487","qPCR A","(b)","Havaittiin","16331"
"2021-04-11","Lehtoniemi","Kuopio","95400","34431","qPCR A","(b)","Havaittiin (alhainen määrä)",""
"2021-04-11","Taskila","Oulu","200000","58037","qPCR A","(b)","Havaittiin (alhainen määrä)",""
"2021-04-11","Viinikanlahti","Tampere","200000","99197","qPCR A","(b)","Havaittiin","12028"
"2021-04-11","Kakolanmäki","Turku","300000","110781","qPCR A","(b)","Havaittiin","16702"
"2021-04-05","Aggregoitu","Aggregoitu","","","qPCR A","","","9680"
"2021-04-05","Suomenoja","Espoo","390000","165101","qPCR A","b","Havaittiin","11011"
"2021-04-05","Viikinmäki","Helsinki","910000","458354","qPCR A","b","Havaittiin","15035"
"2021-04-05","Paroinen","Hämeenlinna","66000","28067","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Kuhasalo","Joensuu","98000","26874","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Nenäinniemi","Jyväskylä","154600","59771","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Peuraniemi","Kajaani","33714","14383","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Peurasaari","Kemi","23000","12180","qPCR A","b","Ei havaittu",""
"2021-04-05","Hopeakivenlahti","Kokkola","36000","16307","qPCR A","b","Ei havaittu",""
"2021-04-05","Mussalo","Kotka","99000","65042","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Mäkikylä","Kouvola","67107","14000","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-04-05","Lehtoniemi","Kuopio","95400","32748","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Ali-Juhakkala","Lahti","61500","28476","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Kariniemi","Lahti","63500","31429","qPCR A","b","Havaittiin","20926"
"2021-04-05","Toikansuo","Lappeenranta","63000","22594","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Lotsbroverket","Maarianhamina - Mariehamn","21000","5255","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-04-05","Kenkäveronniemi","Mikkeli","42000","19638","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Taskila","Oulu","200000","68881","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Alheda","Pietarsaari","30500","17535","qPCR A","b","Ei havaittu",""
"2021-04-05","Luotsinmäki","Pori","112000","40198","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Maanpäänniemi","Rauma","40000","14376","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Alakorkalo","Rovaniemi","55000","16088","qPCR A","b","Ei havaittu",""
"2021-04-05","Salonkeskuspuhdistamo","Salo","45000","22200","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Pihlajaniemi","Savonlinna","22571","13515","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","36725","qPCR A","b","Ei havaittu",""
"2021-04-05","Viinikanlahti","Tampere","200000","78607","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-04-05","Kakolanmäki","Turku","300000","96039","qPCR A","b","Havaittiin","13830"
"2021-04-05","Pått","Vaasa","69500","33140","qPCR A","b","Ei havaittu",""
"2021-04-05","Nummela","Vihti","17500","4404","qPCR A","b","Havaittiin","28472"
"2021-03-29","Aggregoitu","Aggregoitu","","","qPCR A","","","15479"
"2021-03-28","Viikinmäki","Helsinki","910000","400296","qPCR A","b","Havaittiin","15809"
"2021-03-28","Lehtoniemi","Kuopio","95400","25393","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-03-28","Taskila","Oulu","200000","46232","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-03-28","Viinikanlahti","Tampere","200000","64099","qPCR A","b","Havaittiin","21947"
"2021-03-28","Kakolanmäki","Turku","300000","95911","qPCR A","b","Havaittiin","24448"
"2021-03-22","Aggregoitu","Aggregoitu","","","qPCR A","","","55179"
"2021-03-21","Suomenoja","Espoo","390000","103692","qPCR A","","Havaittiin","125630"
"2021-03-21","Viikinmäki","Helsinki","910000","270867","qPCR A","b","Havaittiin","81808"
"2021-03-21","Paroinen","Hämeenlinna","66000","15617","qPCR A","","Havaittiin","15177"
"2021-03-21","Kuhasalo","Joensuu","98000","15014","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-21","Nenäinniemi","Jyväskylä","154600","33118","qPCR A","","Havaittiin","94907"
"2021-03-21","Peuraniemi","Kajaani","33714","6428","qPCR A","b","Havaittiin","13405"
"2021-03-21","Peurasaari","Kemi","23000","4472","qPCR A","b","Ei havaittu",""
"2021-03-21","Hopeakivenlahti","Kokkola","36000","8451","qPCR A","a b","Havaittiin (alhainen määrä)",""
"2021-03-21","Mussalo","Kotka","99000","29327","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-03-21","Mäkikylä","Kouvola","67107","22751","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-21","Lehtoniemi","Kuopio","95400","18025","qPCR A","b","Havaittiin","13483"
"2021-03-21","Ali-Juhakkala","Lahti","61500","12309","qPCR A","b","Havaittiin","27872"
"2021-03-21","Kariniemi","Lahti","63500","15503","qPCR A","","Havaittiin","216493"
"2021-03-21","Toikansuo","Lappeenranta","63000","13333","qPCR A","b","Havaittiin","34116"
"2021-03-21","Lotsbroverket","Maarianhamina - Mariehamn","21000","6004","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-03-21","Kenkäveronniemi","Mikkeli","42000","8988","qPCR A","b","Havaittiin","53078"
"2021-03-21","Taskila","Oulu","200000","41424","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-21","Alheda","Pietarsaari","30500","7879","qPCR A","b","Ei havaittu",""
"2021-03-21","Luotsinmäki","Pori","112000","30202","qPCR A","b","Ei havaittu",""
"2021-03-21","Maanpäänniemi","Rauma","40000","11371","qPCR A","","Havaittiin","9375"
"2021-03-21","Alakorkalo","Rovaniemi","55000","14587","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-03-21","Salonkeskuspuhdistamo","Salo","45000","9900","qPCR A","","Havaittiin","62581"
"2021-03-21","Pihlajaniemi","Savonlinna","22571","5977","qPCR A","b","Havaittiin","11387"
"2021-03-21","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","16000","qPCR A","b","Ei havaittu",""
"2021-03-21","Viinikanlahti","Tampere","200000","59461","qPCR A","b","Havaittiin","44492"
"2021-03-21","Kakolanmäki","Turku","300000","73521","qPCR A","b","Havaittiin","71325"
"2021-03-21","Pått","Vaasa","69500","16641","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-21","Nummela","Vihti","17500","2929","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-15","Aggregoitu","Aggregoitu","","","qPCR A","","","56519"
"2021-03-14","Viikinmäki","Helsinki","910000","311431","qPCR A","b","Havaittiin","55986"
"2021-03-14","Lehtoniemi","Kuopio","95400","16478","qPCR A","b","Havaittiin","73106"
"2021-03-14","Taskila","Oulu","200000","40633","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-14","Alheda","Pietarsaari","30500","7066","qPCR A","b","Ei havaittu",""
"2021-03-14","Viinikanlahti","Tampere","200000","63450","qPCR A","b","Havaittiin","29187"
"2021-03-14","Kakolanmäki","Turku","300000","83950","qPCR A","","Havaittiin","108220"
"2021-03-08","Aggregoitu","Aggregoitu","","","qPCR A","","","49150"
"2021-03-07","Suomenoja","Espoo","390000","111845","qPCR A","","Havaittiin","104635"
"2021-03-07","Viikinmäki","Helsinki","910000","291241","qPCR A","b","Havaittiin","90288"
"2021-03-07","Paroinen","Hämeenlinna","66000","17210","qPCR A","b","Havaittiin","27278"
"2021-03-07","Kuhasalo","Joensuu","98000","15601","qPCR A","b","Ei havaittu",""
"2021-03-07","Nenäinniemi","Jyväskylä","154600","31010","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Peuraniemi","Kajaani","33714","7181","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Peurasaari","Kemi","23000","5005","qPCR A","b","Ei havaittu",""
"2021-03-07","Hopeakivenlahti","Kokkola","36000","7717","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Mussalo","Kotka","99000","29048","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Mäkikylä","Kouvola","67107","23413","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Lehtoniemi","Kuopio","95400","17081","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Ali-Juhakkala","Lahti","61500","12892","qPCR A","b","Havaittiin","32002"
"2021-03-07","Kariniemi","Lahti","63500","16603","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Toikansuo","Lappeenranta","63000","12551","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Lotsbroverket","Maarianhamina - Mariehamn","21000","5637","qPCR A","","Havaittiin","24768"
"2021-03-07","Kenkäveronniemi","Mikkeli","42000","9122","qPCR A","b","Havaittiin","5921"
"2021-03-07","Taskila","Oulu","200000","39312","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Alheda","Pietarsaari","30500","8715","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Luotsinmäki","Pori","112000","30742","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-03-07","Maanpäänniemi","Rauma","40000","13779","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-03-07","Alakorkalo","Rovaniemi","55000","12983","qPCR A","","Havaittiin (alhainen määrä)",""
